customer_id,consent_given,consent_timestamp,data_shared_crossborder,has_safeguards,data_breach_reported,breach_report_days,criticality_score,violation_consent_missing,violation_crossborder_unsafe,violation_breach_late,total_violations
CUST0337,True,2023-01-15 01:00:00,False,True,False,45,0.77,False,False,False,0
CUST0338,True,2023-01-15 02:00:00,True,True,False,2,0.84,False,False,False,0
CUST0339,True,2023-01-15 03:00:00,True,True,False,0,0.73,False,False,False,0
CUST0340,True,2023-01-15 04:00:00,False,False,False,57,0.93,False,False,False,0
CUST0341,True,2023-01-15 05:00:00,False,True,False,52,0.84,False,False,False,0
CUST0342,True,2023-01-15 06:00:00,False,True,False,46,0.61,False,False,False,0
CUST0343,True,2023-01-15 07:00:00,False,True,False,0,0.7,False,False,False,0
CUST0344,True,2023-01-15 08:00:00,False,False,False,16,0.93,False,False,False,0
CUST0345,True,2023-01-15 09:00:00,False,False,False,1,0.66,False,False,False,0
CUST0346,True,2023-01-15 10:00:00,False,False,False,28,0.84,False,False,False,0
CUST0347,True,2023-01-15 11:00:00,False,True,False,19,0.72,False,False,False,0
CUST0348,True,2023-01-15 12:00:00,False,False,False,5,0.6,False,False,False,0
CUST0349,True,2023-01-15 13:00:00,True,True,False,7,0.32,False,False,False,0
CUST0350,True,2023-01-15 14:00:00,False,False,False,28,0.48,False,False,False,0
CUST0351,False,2023-01-15 15:00:00,False,False,False,47,0.97,True,False,False,1
CUST0352,True,2023-01-15 16:00:00,False,False,False,50,0.69,False,False,False,0
CUST0353,True,2023-01-15 17:00:00,False,False,False,32,0.61,False,False,False,0
CUST0354,True,2023-01-15 18:00:00,False,False,False,2,0.94,False,False,False,0
CUST0355,True,2023-01-15 19:00:00,False,True,True,59,0.63,False,False,True,1
CUST0356,True,2023-01-15 20:00:00,False,False,False,34,0.57,False,False,False,0
CUST0357,True,2023-01-15 21:00:00,False,True,False,4,0.78,False,False,False,0
CUST0358,False,2023-01-15 22:00:00,False,False,False,26,0.74,True,False,False,1
CUST0359,True,2023-01-15 23:00:00,False,True,False,43,0.27,False,False,False,0
CUST0360,True,2023-01-16 00:00:00,False,True,False,11,0.52,False,False,False,0
CUST0361,True,2023-01-16 01:00:00,False,True,False,19,0.53,False,False,False,0
CUST0362,True,2023-01-16 02:00:00,False,True,False,44,0.44,False,False,False,0
CUST0363,True,2023-01-16 03:00:00,False,True,False,19,0.57,False,False,False,0
CUST0364,False,2023-01-16 04:00:00,False,False,False,8,0.47,True,False,False,1
CUST0365,True,2023-01-16 05:00:00,True,True,False,38,0.28,False,False,False,0
CUST0366,False,2023-01-16 06:00:00,False,True,False,3,0.47,True,False,False,1
CUST0367,False,2023-01-16 07:00:00,False,False,False,50,0.17,True,False,False,1
CUST0368,True,2023-01-16 08:00:00,True,True,False,53,0.62,False,False,False,0
CUST0369,True,2023-01-16 09:00:00,False,False,False,18,0.87,False,False,False,0
CUST0370,True,2023-01-16 10:00:00,False,False,False,37,0.75,False,False,False,0
CUST0371,True,2023-01-16 11:00:00,True,False,False,26,0.42,False,True,False,1
CUST0372,True,2023-01-16 12:00:00,False,False,False,44,0.18,False,False,False,0
CUST0373,True,2023-01-16 13:00:00,False,True,False,42,0.28,False,False,False,0
CUST0374,True,2023-01-16 14:00:00,False,False,False,12,0.59,False,False,False,0
CUST0375,True,2023-01-16 15:00:00,False,True,False,12,0.29,False,False,False,0
CUST0376,True,2023-01-16 16:00:00,False,True,False,59,0.59,False,False,False,0
CUST0377,True,2023-01-16 17:00:00,False,False,False,56,0.31,False,False,False,0
CUST0378,True,2023-01-16 18:00:00,False,True,True,21,0.86,False,False,True,1
CUST0379,True,2023-01-16 19:00:00,False,False,False,27,0.46,False,False,False,0
CUST0380,True,2023-01-16 20:00:00,True,False,False,51,0.32,False,True,False,1
CUST0381,True,2023-01-16 21:00:00,False,False,False,46,0.83,False,False,False,0
CUST0382,True,2023-01-16 22:00:00,False,False,True,52,0.41,False,False,True,1
CUST0383,False,2023-01-16 23:00:00,False,True,False,44,0.2,True,False,False,1
CUST0384,True,2023-01-17 00:00:00,False,True,True,21,0.61,False,False,True,1
CUST0385,True,2023-01-17 01:00:00,False,False,False,42,0.62,False,False,False,0
CUST0386,True,2023-01-17 02:00:00,False,True,False,18,0.74,False,False,False,0
CUST0387,True,2023-01-17 03:00:00,True,False,False,7,0.32,False,True,False,1
CUST0388,True,2023-01-17 04:00:00,False,False,True,51,0.5,False,False,True,1
CUST0389,True,2023-01-17 05:00:00,False,False,False,7,0.35,False,False,False,0
CUST0390,False,2023-01-17 06:00:00,False,True,False,41,0.17,True,False,False,1
CUST0391,True,2023-01-17 07:00:00,True,True,False,25,0.89,False,False,False,0
CUST0392,True,2023-01-17 08:00:00,True,True,False,47,0.76,False,False,False,0
CUST0393,True,2023-01-17 09:00:00,False,True,False,50,0.37,False,False,False,0
CUST0394,True,2023-01-17 10:00:00,False,False,False,25,0.64,False,False,False,0
CUST0395,False,2023-01-17 11:00:00,False,True,False,22,0.28,True,False,False,1
CUST0396,False,2023-01-17 12:00:00,False,True,False,42,0.9,True,False,False,1
CUST0397,True,2023-01-17 13:00:00,False,True,False,12,0.2,False,False,False,0
CUST0398,True,2023-01-17 14:00:00,False,False,False,27,0.1,False,False,False,0
CUST0399,True,2023-01-17 15:00:00,False,False,False,8,0.55,False,False,False,0
CUST0400,True,2023-01-17 16:00:00,True,True,True,19,0.62,False,False,True,1
CUST0401,False,2023-01-17 17:00:00,True,True,True,55,0.62,True,False,True,2
CUST0402,True,2023-01-17 18:00:00,True,True,False,18,0.15,False,False,False,0
CUST0403,True,2023-01-17 19:00:00,False,True,False,47,0.38,False,False,False,0
CUST0404,True,2023-01-17 20:00:00,False,False,False,38,0.55,False,False,False,0
CUST0405,False,2023-01-17 21:00:00,False,False,False,50,0.29,True,False,False,1
CUST0406,True,2023-01-17 22:00:00,False,True,False,11,0.89,False,False,False,0
CUST0407,True,2023-01-17 23:00:00,False,True,False,14,0.18,False,False,False,0
CUST0408,False,2023-01-18 00:00:00,False,False,False,30,0.54,True,False,False,1
CUST0409,True,2023-01-18 01:00:00,False,True,True,54,0.72,False,False,True,1
CUST0410,True,2023-01-18 02:00:00,False,False,False,13,0.34,False,False,False,0
CUST0411,False,2023-01-18 03:00:00,True,True,False,10,0.66,True,False,False,1
CUST0412,False,2023-01-18 04:00:00,False,True,True,25,0.85,True,False,True,2
CUST0413,True,2023-01-18 05:00:00,True,True,False,41,0.27,False,False,False,0
CUST0414,True,2023-01-18 06:00:00,False,False,False,26,0.93,False,False,False,0
CUST0415,True,2023-01-18 07:00:00,False,False,False,10,0.6,False,False,False,0
CUST0416,True,2023-01-18 08:00:00,True,True,False,37,0.37,False,False,False,0
CUST0417,True,2023-01-18 09:00:00,True,True,False,33,0.49,False,False,False,0
CUST0418,True,2023-01-18 10:00:00,False,True,False,42,0.38,False,False,False,0
CUST0419,True,2023-01-18 11:00:00,False,True,True,18,0.75,False,False,True,1
CUST0420,True,2023-01-18 12:00:00,False,True,False,5,0.82,False,False,False,0
CUST0421,True,2023-01-18 13:00:00,False,True,False,45,0.85,False,False,False,0
CUST0422,True,2023-01-18 14:00:00,True,False,False,51,0.99,False,True,False,1
CUST0423,True,2023-01-18 15:00:00,True,True,True,37,0.81,False,False,True,1
CUST0424,True,2023-01-18 16:00:00,False,True,False,48,0.64,False,False,False,0
CUST0425,True,2023-01-18 17:00:00,False,False,False,41,0.41,False,False,False,0
CUST0426,True,2023-01-18 18:00:00,True,True,False,27,0.59,False,False,False,0
CUST0427,False,2023-01-18 19:00:00,False,False,False,0,0.14,True,False,False,1
CUST0428,True,2023-01-18 20:00:00,False,True,False,34,0.77,False,False,False,0
CUST0429,True,2023-01-18 21:00:00,False,False,False,39,0.5,False,False,False,0
CUST0430,True,2023-01-18 22:00:00,False,False,False,7,0.12,False,False,False,0
CUST0431,True,2023-01-18 23:00:00,False,False,False,58,0.16,False,False,False,0
CUST0432,True,2023-01-19 00:00:00,False,False,False,51,0.45,False,False,False,0
CUST0433,True,2023-01-19 01:00:00,False,True,False,53,0.63,False,False,False,0
CUST0434,True,2023-01-19 02:00:00,True,False,False,46,0.52,False,True,False,1
CUST0435,True,2023-01-19 03:00:00,True,True,False,55,0.66,False,False,False,0
CUST0436,True,2023-01-19 04:00:00,False,True,False,6,0.53,False,False,False,0
CUST0437,True,2023-01-19 05:00:00,False,True,False,10,0.7,False,False,False,0
CUST0438,True,2023-01-19 06:00:00,False,False,False,38,0.3,False,False,False,0
CUST0439,True,2023-01-19 07:00:00,False,True,False,3,0.2,False,False,False,0
CUST0440,True,2023-01-19 08:00:00,False,False,False,24,0.64,False,False,False,0
CUST0441,False,2023-01-19 09:00:00,True,False,False,11,0.54,True,True,False,2
CUST0442,True,2023-01-19 10:00:00,False,False,False,25,0.12,False,False,False,0
CUST0443,True,2023-01-19 11:00:00,False,False,False,37,0.44,False,False,False,0
CUST0444,True,2023-01-19 12:00:00,False,True,False,45,0.2,False,False,False,0
CUST0445,False,2023-01-19 13:00:00,True,True,False,11,0.58,True,False,False,1
CUST0446,False,2023-01-19 14:00:00,False,True,False,42,0.46,True,False,False,1
CUST0447,True,2023-01-19 15:00:00,False,True,False,50,0.65,False,False,False,0
CUST0448,True,2023-01-19 16:00:00,False,True,False,52,0.83,False,False,False,0
CUST0449,True,2023-01-19 17:00:00,False,True,True,36,0.37,False,False,True,1
CUST0450,True,2023-01-19 18:00:00,False,True,False,45,0.97,False,False,False,0
CUST0451,True,2023-01-19 19:00:00,False,False,False,52,0.58,False,False,False,0
CUST0452,True,2023-01-19 20:00:00,False,False,False,23,0.66,False,False,False,0
CUST0453,False,2023-01-19 21:00:00,False,True,False,15,0.71,True,False,False,1
CUST0454,True,2023-01-19 22:00:00,True,False,False,56,0.7,False,True,False,1
CUST0455,True,2023-01-19 23:00:00,False,True,False,12,0.56,False,False,False,0
CUST0456,True,2023-01-20 00:00:00,False,True,False,24,0.49,False,False,False,0
CUST0457,True,2023-01-20 01:00:00,False,False,False,53,0.15,False,False,False,0
CUST0458,True,2023-01-20 02:00:00,False,True,False,53,0.12,False,False,False,0
CUST0459,True,2023-01-20 03:00:00,False,True,False,56,0.42,False,False,False,0
CUST0460,True,2023-01-20 04:00:00,False,False,False,51,0.4,False,False,False,0
CUST0461,True,2023-01-20 05:00:00,False,False,False,53,0.45,False,False,False,0
CUST0462,True,2023-01-20 06:00:00,True,False,False,3,0.22,False,True,False,1
CUST0463,True,2023-01-20 07:00:00,False,False,False,10,0.76,False,False,False,0
CUST0464,False,2023-01-20 08:00:00,False,False,False,31,0.87,True,False,False,1
CUST0465,True,2023-01-20 09:00:00,True,True,False,48,0.94,False,False,False,0
CUST0466,True,2023-01-20 10:00:00,False,True,False,6,0.54,False,False,False,0
CUST0467,False,2023-01-20 11:00:00,False,True,False,45,0.73,True,False,False,1
CUST0468,True,2023-01-20 12:00:00,False,True,False,57,0.87,False,False,False,0
CUST0469,False,2023-01-20 13:00:00,False,False,False,10,0.48,True,False,False,1
CUST0470,True,2023-01-20 14:00:00,False,True,True,27,0.38,False,False,True,1
CUST0471,False,2023-01-20 15:00:00,False,False,False,53,0.94,True,False,False,1
CUST0472,True,2023-01-20 16:00:00,False,False,False,40,0.56,False,False,False,0
CUST0473,False,2023-01-20 17:00:00,False,False,False,22,0.55,True,False,False,1
CUST0474,True,2023-01-20 18:00:00,False,False,False,44,0.26,False,False,False,0
CUST0475,False,2023-01-20 19:00:00,False,False,False,22,0.2,True,False,False,1
CUST0476,True,2023-01-20 20:00:00,False,True,False,49,0.86,False,False,False,0
CUST0477,True,2023-01-20 21:00:00,False,False,False,27,0.65,False,False,False,0
CUST0478,False,2023-01-20 22:00:00,False,True,False,42,0.39,True,False,False,1
CUST0479,True,2023-01-20 23:00:00,False,False,False,46,0.27,False,False,False,0
CUST0480,True,2023-01-21 00:00:00,False,True,False,56,0.6,False,False,False,0
CUST0481,True,2023-01-21 01:00:00,True,False,False,25,0.63,False,True,False,1
CUST0482,True,2023-01-21 02:00:00,False,False,False,24,0.29,False,False,False,0
CUST0483,True,2023-01-21 03:00:00,True,True,False,53,0.87,False,False,False,0
CUST0484,True,2023-01-21 04:00:00,False,True,False,28,0.18,False,False,False,0
CUST0485,False,2023-01-21 05:00:00,False,False,False,18,0.42,True,False,False,1
CUST0486,True,2023-01-21 06:00:00,False,True,False,32,0.71,False,False,False,0
CUST0487,True,2023-01-21 07:00:00,False,False,True,35,0.35,False,False,True,1
CUST0488,False,2023-01-21 08:00:00,False,False,True,13,0.84,True,False,True,2
CUST0489,False,2023-01-21 09:00:00,False,True,False,13,0.77,True,False,False,1
CUST0490,True,2023-01-21 10:00:00,False,True,True,34,0.81,False,False,True,1
CUST0491,True,2023-01-21 11:00:00,False,True,False,29,0.21,False,False,False,0
CUST0492,True,2023-01-21 12:00:00,False,False,False,27,0.23,False,False,False,0
CUST0493,True,2023-01-21 13:00:00,True,True,False,16,0.36,False,False,False,0
CUST0494,True,2023-01-21 14:00:00,False,False,False,2,0.57,False,False,False,0
CUST0495,True,2023-01-21 15:00:00,False,True,False,15,0.77,False,False,False,0
CUST0496,True,2023-01-21 16:00:00,False,False,False,45,0.85,False,False,False,0
CUST0497,True,2023-01-21 17:00:00,False,False,False,29,0.73,False,False,False,0
CUST0498,False,2023-01-21 18:00:00,False,False,False,51,0.94,True,False,False,1
CUST0499,False,2023-01-21 19:00:00,False,True,False,28,0.76,True,False,False,1
CUST0500,True,2023-01-21 20:00:00,False,False,False,44,0.38,False,False,False,0
CUST0501,True,2023-01-21 21:00:00,False,False,False,14,0.34,False,False,False,0
CUST0502,True,2023-01-21 22:00:00,True,False,False,45,0.73,False,True,False,1
CUST0503,True,2023-01-21 23:00:00,False,False,True,55,0.27,False,False,True,1
CUST0504,True,2023-01-22 00:00:00,False,True,False,24,0.18,False,False,False,0
CUST0505,True,2023-01-22 01:00:00,False,True,False,50,0.58,False,False,False,0
CUST0506,False,2023-01-22 02:00:00,False,False,False,37,0.84,True,False,False,1
CUST0507,True,2023-01-22 03:00:00,False,True,False,41,0.19,False,False,False,0
CUST0508,False,2023-01-22 04:00:00,False,False,False,58,0.81,True,False,False,1
CUST0509,True,2023-01-22 05:00:00,False,False,True,46,0.83,False,False,True,1
CUST0510,True,2023-01-22 06:00:00,False,True,False,52,0.53,False,False,False,0
CUST0511,True,2023-01-22 07:00:00,False,False,True,53,0.15,False,False,True,1
CUST0512,False,2023-01-22 08:00:00,False,True,False,51,0.26,True,False,False,1
CUST0513,False,2023-01-22 09:00:00,True,False,False,57,0.74,True,True,False,2
CUST0514,True,2023-01-22 10:00:00,True,False,False,37,0.74,False,True,False,1
CUST0515,True,2023-01-22 11:00:00,True,False,False,22,0.91,False,True,False,1
CUST0516,True,2023-01-22 12:00:00,False,True,True,24,0.62,False,False,True,1
CUST0517,True,2023-01-22 13:00:00,False,True,False,41,0.21,False,False,False,0
CUST0518,False,2023-01-22 14:00:00,False,False,True,6,0.21,True,False,True,2
CUST0519,True,2023-01-22 15:00:00,False,False,False,21,0.75,False,False,False,0
CUST0520,True,2023-01-22 16:00:00,True,False,False,16,0.27,False,True,False,1
CUST0521,True,2023-01-22 17:00:00,False,True,False,17,0.4,False,False,False,0
CUST0522,False,2023-01-22 18:00:00,False,True,False,48,0.54,True,False,False,1
CUST0523,True,2023-01-22 19:00:00,True,True,False,40,0.12,False,False,False,0
CUST0524,True,2023-01-22 20:00:00,False,False,False,9,0.32,False,False,False,0
CUST0525,True,2023-01-22 21:00:00,False,True,False,9,0.47,False,False,False,0
CUST0526,True,2023-01-22 22:00:00,False,True,False,56,0.35,False,False,False,0
CUST0527,True,2023-01-22 23:00:00,False,False,False,6,0.22,False,False,False,0
CUST0528,True,2023-01-23 00:00:00,False,True,False,47,0.76,False,False,False,0
CUST0529,False,2023-01-23 01:00:00,False,False,False,49,0.83,True,False,False,1
CUST0530,True,2023-01-23 02:00:00,False,False,False,37,0.33,False,False,False,0
CUST0531,False,2023-01-23 03:00:00,False,False,False,26,0.8,True,False,False,1
CUST0532,False,2023-01-23 04:00:00,False,True,False,51,0.45,True,False,False,1
CUST0533,True,2023-01-23 05:00:00,False,True,False,32,0.56,False,False,False,0
CUST0534,True,2023-01-23 06:00:00,False,False,False,0,0.87,False,False,False,0
CUST0535,False,2023-01-23 07:00:00,True,False,False,43,0.77,True,True,False,2
CUST0536,True,2023-01-23 08:00:00,True,False,False,52,0.82,False,True,False,1
CUST0537,True,2023-01-23 09:00:00,False,True,False,59,0.22,False,False,False,0
CUST0538,True,2023-01-23 10:00:00,True,False,False,33,0.16,False,True,False,1
CUST0539,True,2023-01-23 11:00:00,False,False,True,3,0.9,False,False,False,0
CUST0540,False,2023-01-23 12:00:00,False,False,False,16,0.45,True,False,False,1
CUST0541,True,2023-01-23 13:00:00,True,False,False,3,0.36,False,True,False,1
CUST0542,True,2023-01-23 14:00:00,False,False,False,42,0.75,False,False,False,0
CUST0543,True,2023-01-23 15:00:00,False,False,False,53,0.85,False,False,False,0
CUST0544,True,2023-01-23 16:00:00,False,True,False,25,0.88,False,False,False,0
CUST0545,True,2023-01-23 17:00:00,False,True,False,3,0.38,False,False,False,0
CUST0546,True,2023-01-23 18:00:00,False,True,True,0,0.87,False,False,False,0
CUST0547,True,2023-01-23 19:00:00,False,True,False,6,0.14,False,False,False,0
CUST0548,True,2023-01-23 20:00:00,True,True,False,29,0.14,False,False,False,0
CUST0549,True,2023-01-23 21:00:00,False,True,False,49,0.66,False,False,False,0
CUST0550,True,2023-01-23 22:00:00,False,True,False,8,0.16,False,False,False,0
CUST0551,False,2023-01-23 23:00:00,False,True,False,34,0.39,True,False,False,1
CUST0552,True,2023-01-24 00:00:00,False,False,False,7,0.71,False,False,False,0
CUST0553,True,2023-01-24 01:00:00,False,False,False,23,0.4,False,False,False,0
CUST0554,False,2023-01-24 02:00:00,False,True,False,18,0.26,True,False,False,1
CUST0555,True,2023-01-24 03:00:00,False,False,False,35,0.35,False,False,False,0
CUST0556,True,2023-01-24 04:00:00,False,False,False,49,0.51,False,False,False,0
CUST0557,True,2023-01-24 05:00:00,False,True,False,51,0.53,False,False,False,0
CUST0558,True,2023-01-24 06:00:00,False,True,True,58,0.8,False,False,True,1
CUST0559,True,2023-01-24 07:00:00,False,False,False,42,0.78,False,False,False,0
CUST0560,True,2023-01-24 08:00:00,False,False,False,26,0.51,False,False,False,0
CUST0561,True,2023-01-24 09:00:00,False,False,False,31,0.86,False,False,False,0
CUST0562,True,2023-01-24 10:00:00,False,True,True,13,0.2,False,False,True,1
CUST0563,True,2023-01-24 11:00:00,False,True,False,56,0.33,False,False,False,0
CUST0564,True,2023-01-24 12:00:00,False,True,False,17,0.85,False,False,False,0
CUST0565,True,2023-01-24 13:00:00,False,True,False,27,0.44,False,False,False,0
CUST0566,True,2023-01-24 14:00:00,False,True,False,59,0.98,False,False,False,0
CUST0567,True,2023-01-24 15:00:00,True,True,False,28,0.52,False,False,False,0
CUST0568,False,2023-01-24 16:00:00,False,False,False,15,0.81,True,False,False,1
CUST0569,True,2023-01-24 17:00:00,False,False,False,34,0.46,False,False,False,0
CUST0570,True,2023-01-24 18:00:00,False,True,False,46,0.48,False,False,False,0
CUST0571,True,2023-01-24 19:00:00,True,False,False,58,0.44,False,True,False,1
CUST0572,True,2023-01-24 20:00:00,False,True,False,58,0.75,False,False,False,0
CUST0573,True,2023-01-24 21:00:00,False,True,False,30,0.59,False,False,False,0
CUST0574,False,2023-01-24 22:00:00,False,True,False,3,0.95,True,False,False,1
CUST0575,False,2023-01-24 23:00:00,True,False,False,36,0.33,True,True,False,2
CUST0576,True,2023-01-25 00:00:00,True,False,False,16,0.19,False,True,False,1
CUST0577,False,2023-01-25 01:00:00,False,False,False,38,0.45,True,False,False,1
CUST0578,True,2023-01-25 02:00:00,False,True,False,47,0.66,False,False,False,0
CUST0579,True,2023-01-25 03:00:00,False,False,False,45,0.87,False,False,False,0
CUST0580,True,2023-01-25 04:00:00,False,True,False,25,0.41,False,False,False,0
CUST0581,False,2023-01-25 05:00:00,False,False,False,47,0.69,True,False,False,1
CUST0582,True,2023-01-25 06:00:00,False,False,False,38,0.42,False,False,False,0
CUST0583,True,2023-01-25 07:00:00,False,True,False,40,0.66,False,False,False,0
CUST0584,True,2023-01-25 08:00:00,False,False,False,3,0.9,False,False,False,0
CUST0585,True,2023-01-25 09:00:00,True,False,False,29,0.31,False,True,False,1
CUST0586,True,2023-01-25 10:00:00,False,True,False,29,0.46,False,False,False,0
CUST0587,True,2023-01-25 11:00:00,False,False,False,21,0.99,False,False,False,0
CUST0588,True,2023-01-25 12:00:00,False,True,False,10,0.88,False,False,False,0
CUST0589,True,2023-01-25 13:00:00,False,False,False,1,0.61,False,False,False,0
CUST0590,True,2023-01-25 14:00:00,False,False,False,43,0.56,False,False,False,0
CUST0591,True,2023-01-25 15:00:00,False,False,False,11,0.36,False,False,False,0
CUST0592,True,2023-01-25 16:00:00,True,False,False,29,0.57,False,True,False,1
CUST0593,True,2023-01-25 17:00:00,True,False,False,35,0.86,False,True,False,1
CUST0594,False,2023-01-25 18:00:00,False,True,False,17,0.72,True,False,False,1
CUST0595,True,2023-01-25 19:00:00,False,False,False,25,0.36,False,False,False,0
CUST0596,True,2023-01-25 20:00:00,False,True,False,52,0.28,False,False,False,0
CUST0597,True,2023-01-25 21:00:00,True,True,False,6,0.34,False,False,False,0
CUST0598,True,2023-01-25 22:00:00,True,True,False,0,0.25,False,False,False,0
CUST0599,True,2023-01-25 23:00:00,False,True,False,57,0.19,False,False,False,0
CUST0600,True,2023-01-26 00:00:00,True,False,False,25,0.48,False,True,False,1
CUST0601,True,2023-01-26 01:00:00,False,True,False,22,0.2,False,False,False,0
CUST0602,True,2023-01-26 02:00:00,False,False,False,25,0.25,False,False,False,0
CUST0603,True,2023-01-26 03:00:00,False,True,False,44,0.59,False,False,False,0
CUST0604,True,2023-01-26 04:00:00,True,True,False,5,0.25,False,False,False,0
CUST0605,True,2023-01-26 05:00:00,False,False,False,5,0.16,False,False,False,0
CUST0606,True,2023-01-26 06:00:00,True,True,False,43,0.39,False,False,False,0
CUST0607,True,2023-01-26 07:00:00,False,True,False,7,0.3,False,False,False,0
CUST0608,True,2023-01-26 08:00:00,False,False,False,23,0.56,False,False,False,0
CUST0609,True,2023-01-26 09:00:00,False,True,False,21,0.19,False,False,False,0
CUST0610,True,2023-01-26 10:00:00,False,False,False,18,0.78,False,False,False,0
CUST0611,True,2023-01-26 11:00:00,False,True,False,36,0.92,False,False,False,0
CUST0612,True,2023-01-26 12:00:00,False,True,False,17,0.77,False,False,False,0
CUST0613,True,2023-01-26 13:00:00,False,False,False,30,0.58,False,False,False,0
CUST0614,False,2023-01-26 14:00:00,False,True,False,36,0.87,True,False,False,1
CUST0615,False,2023-01-26 15:00:00,False,True,True,29,0.73,True,False,True,2
CUST0616,True,2023-01-26 16:00:00,False,True,False,56,0.11,False,False,False,0
CUST0617,True,2023-01-26 17:00:00,False,True,False,41,0.45,False,False,False,0
CUST0618,True,2023-01-26 18:00:00,False,False,False,32,0.87,False,False,False,0
CUST0619,True,2023-01-26 19:00:00,False,True,False,9,0.41,False,False,False,0
CUST0620,True,2023-01-26 20:00:00,False,False,False,36,0.13,False,False,False,0
CUST0621,True,2023-01-26 21:00:00,True,False,False,11,0.77,False,True,False,1
CUST0622,True,2023-01-26 22:00:00,False,True,False,53,0.82,False,False,False,0
CUST0623,True,2023-01-26 23:00:00,False,False,False,29,0.24,False,False,False,0
CUST0624,True,2023-01-27 00:00:00,True,True,False,26,0.58,False,False,False,0
CUST0625,True,2023-01-27 01:00:00,False,False,False,38,0.27,False,False,False,0
CUST0626,True,2023-01-27 02:00:00,False,True,True,8,0.75,False,False,True,1
CUST0627,True,2023-01-27 03:00:00,False,False,False,53,0.34,False,False,False,0
CUST0628,True,2023-01-27 04:00:00,True,True,False,20,0.38,False,False,False,0
CUST0629,True,2023-01-27 05:00:00,False,True,False,11,0.86,False,False,False,0
CUST0630,True,2023-01-27 06:00:00,False,False,False,54,0.53,False,False,False,0
CUST0631,False,2023-01-27 07:00:00,False,False,False,28,0.7,True,False,False,1
CUST0632,True,2023-01-27 08:00:00,False,True,False,32,0.46,False,False,False,0
CUST0633,True,2023-01-27 09:00:00,False,True,False,42,0.37,False,False,False,0
CUST0634,True,2023-01-27 10:00:00,False,False,True,52,0.66,False,False,True,1
CUST0635,True,2023-01-27 11:00:00,False,False,False,14,0.24,False,False,False,0
CUST0636,True,2023-01-27 12:00:00,False,False,False,1,0.44,False,False,False,0
CUST0637,True,2023-01-27 13:00:00,True,False,True,51,0.29,False,True,True,2
CUST0638,True,2023-01-27 14:00:00,False,False,False,38,0.73,False,False,False,0
CUST0639,True,2023-01-27 15:00:00,False,False,False,52,0.95,False,False,False,0
CUST0640,True,2023-01-27 16:00:00,False,True,False,43,1.0,False,False,False,0
CUST0641,True,2023-01-27 17:00:00,False,True,False,53,0.51,False,False,False,0
CUST0642,True,2023-01-27 18:00:00,False,False,False,17,0.33,False,False,False,0
CUST0643,True,2023-01-27 19:00:00,False,False,False,2,0.5,False,False,False,0
CUST0644,True,2023-01-27 20:00:00,True,True,False,6,0.86,False,False,False,0
CUST0645,False,2023-01-27 21:00:00,False,True,False,42,0.29,True,False,False,1
CUST0646,True,2023-01-27 22:00:00,True,False,False,17,0.96,False,True,False,1
CUST0647,True,2023-01-27 23:00:00,False,False,False,43,0.41,False,False,False,0
CUST0648,True,2023-01-28 00:00:00,False,True,False,37,0.99,False,False,False,0
CUST0649,True,2023-01-28 01:00:00,False,True,False,36,0.85,False,False,False,0
CUST0650,True,2023-01-28 02:00:00,True,True,False,57,0.83,False,False,False,0
CUST0651,True,2023-01-28 03:00:00,False,True,False,32,0.39,False,False,False,0
CUST0652,True,2023-01-28 04:00:00,False,True,False,43,0.11,False,False,False,0
CUST0653,True,2023-01-28 05:00:00,False,True,False,58,0.44,False,False,False,0
CUST0654,True,2023-01-28 06:00:00,True,False,True,30,0.37,False,True,True,2
CUST0655,True,2023-01-28 07:00:00,False,True,False,57,0.13,False,False,False,0
CUST0656,True,2023-01-28 08:00:00,False,False,False,10,0.55,False,False,False,0
CUST0657,True,2023-01-28 09:00:00,False,False,False,3,0.46,False,False,False,0
CUST0658,True,2023-01-28 10:00:00,False,True,False,58,0.67,False,False,False,0
CUST0659,True,2023-01-28 11:00:00,False,False,False,17,0.66,False,False,False,0
CUST0660,True,2023-01-28 12:00:00,False,True,False,3,0.21,False,False,False,0
CUST0661,False,2023-01-28 13:00:00,False,False,False,48,0.98,True,False,False,1
CUST0662,True,2023-01-28 14:00:00,False,True,True,33,0.27,False,False,True,1
CUST0663,True,2023-01-28 15:00:00,False,False,True,28,0.5,False,False,True,1
CUST0664,True,2023-01-28 16:00:00,False,False,False,23,0.54,False,False,False,0
CUST0665,True,2023-01-28 17:00:00,False,True,False,21,0.83,False,False,False,0
CUST0666,True,2023-01-28 18:00:00,False,True,False,1,0.19,False,False,False,0
CUST0667,True,2023-01-28 19:00:00,False,False,False,43,0.49,False,False,False,0
CUST0668,True,2023-01-28 20:00:00,True,False,True,5,0.67,False,True,True,2
CUST0669,True,2023-01-28 21:00:00,False,True,False,41,0.29,False,False,False,0
CUST0670,True,2023-01-28 22:00:00,False,False,False,24,0.66,False,False,False,0
CUST0671,False,2023-01-28 23:00:00,False,True,True,54,0.93,True,False,True,2
CUST0672,True,2023-01-29 00:00:00,False,False,False,56,1.0,False,False,False,0
CUST0673,True,2023-01-29 01:00:00,False,True,False,20,0.13,False,False,False,0
CUST0674,True,2023-01-29 02:00:00,False,False,False,54,0.31,False,False,False,0
CUST0675,False,2023-01-29 03:00:00,False,True,False,58,0.38,True,False,False,1
